duplicate_group_id,dataset_name,sequence_name,file_path,duplicate_type,similarity_score,recommended_keep,recommended_action,review_status
DUP_00814,UA-DETRAC Original,MVI_40981,DETRAC-Images/DETRAC-Images/MVI_40981/img01611.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00814,UA-DETRAC Original,MVI_40863,DETRAC-Images/DETRAC-Images/MVI_40863/img01611.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00814,UA-DETRAC Original,MVI_40962,DETRAC-Images/DETRAC-Images/MVI_40962/img01611.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00815,UA-DETRAC Original,MVI_40752,DETRAC-Images/DETRAC-Images/MVI_40752/img01501.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00815,UA-DETRAC Original,MVI_40743,DETRAC-Images/DETRAC-Images/MVI_40743/img01501.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00816,UA-DETRAC Original,MVI_39371,DETRAC-Images/DETRAC-Images/MVI_39371/img00176.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00816,UA-DETRAC Original,MVI_63544,DETRAC-Images/DETRAC-Images/MVI_63544/img00176.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00816,UA-DETRAC Original,MVI_40871,DETRAC-Images/DETRAC-Images/MVI_40871/img00176.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00816,UA-DETRAC Original,MVI_40774,DETRAC-Images/DETRAC-Images/MVI_40774/img00176.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00816,UA-DETRAC Original,MVI_20051,DETRAC-Images/DETRAC-Images/MVI_20051/img00176.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00817,UA-DETRAC Original,MVI_40892,DETRAC-Images/DETRAC-Images/MVI_40892/img00110.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00817,UA-DETRAC Original,MVI_39051,DETRAC-Images/DETRAC-Images/MVI_39051/img00110.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00818,UA-DETRAC Original,MVI_63554,DETRAC-Images/DETRAC-Images/MVI_63554/img00838.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00818,UA-DETRAC Original,MVI_39811,DETRAC-Images/DETRAC-Images/MVI_39811/img00838.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00818,UA-DETRAC Original,MVI_40853,DETRAC-Images/DETRAC-Images/MVI_40853/img00838.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00818,UA-DETRAC Original,MVI_40751,DETRAC-Images/DETRAC-Images/MVI_40751/img00838.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00819,UA-DETRAC Original,MVI_39771,DETRAC-Images/DETRAC-Images/MVI_39771/img00071.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00819,UA-DETRAC Original,MVI_40212,DETRAC-Images/DETRAC-Images/MVI_40212/img00071.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00819,UA-DETRAC Original,MVI_40171,DETRAC-Images/DETRAC-Images/MVI_40171/img00071.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00819,UA-DETRAC Original,MVI_40714,DETRAC-Images/DETRAC-Images/MVI_40714/img00071.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_63552,DETRAC-Images/DETRAC-Images/MVI_63552/img00260.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_40853,DETRAC-Images/DETRAC-Images/MVI_40853/img00260.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_63563,DETRAC-Images/DETRAC-Images/MVI_63563/img00260.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_39811,DETRAC-Images/DETRAC-Images/MVI_39811/img00260.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_40181,DETRAC-Images/DETRAC-Images/MVI_40181/img00260.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_40192,DETRAC-Images/DETRAC-Images/MVI_40192/img00260.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00820,UA-DETRAC Original,MVI_40991,DETRAC-Images/DETRAC-Images/MVI_40991/img00260.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00821,UA-DETRAC Original,MVI_40162,DETRAC-Images/DETRAC-Images/MVI_40162/img01343.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00821,UA-DETRAC Original,MVI_40981,DETRAC-Images/DETRAC-Images/MVI_40981/img01343.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00821,UA-DETRAC Original,MVI_40761,DETRAC-Images/DETRAC-Images/MVI_40761/img01343.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00822,UA-DETRAC Original,MVI_40191,DETRAC-Images/DETRAC-Images/MVI_40191/img00493.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00822,UA-DETRAC Original,MVI_40904,DETRAC-Images/DETRAC-Images/MVI_40904/img00493.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00823,UA-DETRAC Original,MVI_40771,DETRAC-Images/DETRAC-Images/MVI_40771/img01350.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00823,UA-DETRAC Original,MVI_40905,DETRAC-Images/DETRAC-Images/MVI_40905/img01350.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00824,UA-DETRAC Original,MVI_40871,DETRAC-Images/DETRAC-Images/MVI_40871/img01469.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00824,UA-DETRAC Original,MVI_40152,DETRAC-Images/DETRAC-Images/MVI_40152/img01469.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00825,UA-DETRAC Original,MVI_20012,DETRAC-Images/DETRAC-Images/MVI_20012/img00030.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00825,UA-DETRAC Original,MVI_39851,DETRAC-Images/DETRAC-Images/MVI_39851/img00030.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00825,UA-DETRAC Original,MVI_40211,DETRAC-Images/DETRAC-Images/MVI_40211/img00030.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00825,UA-DETRAC Original,MVI_40793,DETRAC-Images/DETRAC-Images/MVI_40793/img00030.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00825,UA-DETRAC Original,MVI_20051,DETRAC-Images/DETRAC-Images/MVI_20051/img00030.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00826,UA-DETRAC Original,MVI_40714,DETRAC-Images/DETRAC-Images/MVI_40714/img00422.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00826,UA-DETRAC Original,MVI_39031,DETRAC-Images/DETRAC-Images/MVI_39031/img00422.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00827,UA-DETRAC Original,MVI_40181,DETRAC-Images/DETRAC-Images/MVI_40181/img01480.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00827,UA-DETRAC Original,MVI_40752,DETRAC-Images/DETRAC-Images/MVI_40752/img01480.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00828,UA-DETRAC Original,MVI_63544,DETRAC-Images/DETRAC-Images/MVI_63544/img00702.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00828,UA-DETRAC Original,MVI_40751,DETRAC-Images/DETRAC-Images/MVI_40751/img00702.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00828,UA-DETRAC Original,MVI_40902,DETRAC-Images/DETRAC-Images/MVI_40902/img00702.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00828,UA-DETRAC Original,MVI_40864,DETRAC-Images/DETRAC-Images/MVI_40864/img00702.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_40204,DETRAC-Images/DETRAC-Images/MVI_40204/img00525.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_40244,DETRAC-Images/DETRAC-Images/MVI_40244/img00525.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_40772,DETRAC-Images/DETRAC-Images/MVI_40772/img00525.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_40904,DETRAC-Images/DETRAC-Images/MVI_40904/img00525.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_40241,DETRAC-Images/DETRAC-Images/MVI_40241/img00525.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_20063,DETRAC-Images/DETRAC-Images/MVI_20063/img00525.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00829,UA-DETRAC Original,MVI_40131,DETRAC-Images/DETRAC-Images/MVI_40131/img00525.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00830,UA-DETRAC Original,MVI_40191,DETRAC-Images/DETRAC-Images/MVI_40191/img00073.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00830,UA-DETRAC Original,MVI_40855,DETRAC-Images/DETRAC-Images/MVI_40855/img00073.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00830,UA-DETRAC Original,MVI_40742,DETRAC-Images/DETRAC-Images/MVI_40742/img00073.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00830,UA-DETRAC Original,MVI_40714,DETRAC-Images/DETRAC-Images/MVI_40714/img00073.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00831,UA-DETRAC Original,MVI_40162,DETRAC-Images/DETRAC-Images/MVI_40162/img00271.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00831,UA-DETRAC Original,MVI_40152,DETRAC-Images/DETRAC-Images/MVI_40152/img00271.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00832,UA-DETRAC Original,MVI_40152,DETRAC-Images/DETRAC-Images/MVI_40152/img01286.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00832,UA-DETRAC Original,MVI_63553,DETRAC-Images/DETRAC-Images/MVI_63553/img01286.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00832,UA-DETRAC Original,MVI_40763,DETRAC-Images/DETRAC-Images/MVI_40763/img01286.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00833,UA-DETRAC Original,MVI_39371,DETRAC-Images/DETRAC-Images/MVI_39371/img01061.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00833,UA-DETRAC Original,MVI_40712,DETRAC-Images/DETRAC-Images/MVI_40712/img01061.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00833,UA-DETRAC Original,MVI_20065,DETRAC-Images/DETRAC-Images/MVI_20065/img01061.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00833,UA-DETRAC Original,MVI_40243,DETRAC-Images/DETRAC-Images/MVI_40243/img01061.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00833,UA-DETRAC Original,MVI_40714,DETRAC-Images/DETRAC-Images/MVI_40714/img01061.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00833,UA-DETRAC Original,MVI_63521,DETRAC-Images/DETRAC-Images/MVI_63521/img01061.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00834,UA-DETRAC Original,MVI_41073,DETRAC-Images/DETRAC-Images/MVI_41073/img01817.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00834,UA-DETRAC Original,MVI_40712,DETRAC-Images/DETRAC-Images/MVI_40712/img01817.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00835,UA-DETRAC Original,MVI_40243,DETRAC-Images/DETRAC-Images/MVI_40243/img00699.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00835,UA-DETRAC Original,MVI_40851,DETRAC-Images/DETRAC-Images/MVI_40851/img00699.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00835,UA-DETRAC Original,MVI_40761,DETRAC-Images/DETRAC-Images/MVI_40761/img00699.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00835,UA-DETRAC Original,MVI_40775,DETRAC-Images/DETRAC-Images/MVI_40775/img00699.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00836,UA-DETRAC Original,MVI_40201,DETRAC-Images/DETRAC-Images/MVI_40201/img00638.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00836,UA-DETRAC Original,MVI_40732,DETRAC-Images/DETRAC-Images/MVI_40732/img00638.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00836,UA-DETRAC Original,MVI_39401,DETRAC-Images/DETRAC-Images/MVI_39401/img00638.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00837,UA-DETRAC Original,MVI_40172,DETRAC-Images/DETRAC-Images/MVI_40172/img00748.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00837,UA-DETRAC Original,MVI_39211,DETRAC-Images/DETRAC-Images/MVI_39211/img00748.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00837,UA-DETRAC Original,MVI_63544,DETRAC-Images/DETRAC-Images/MVI_63544/img00748.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00838,UA-DETRAC Original,MVI_40743,DETRAC-Images/DETRAC-Images/MVI_40743/img00913.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00838,UA-DETRAC Original,MVI_39371,DETRAC-Images/DETRAC-Images/MVI_39371/img00913.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00838,UA-DETRAC Original,MVI_20012,DETRAC-Images/DETRAC-Images/MVI_20012/img00913.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00838,UA-DETRAC Original,MVI_39051,DETRAC-Images/DETRAC-Images/MVI_39051/img00913.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_39821,DETRAC-Images/DETRAC-Images/MVI_39821/img00116.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_63554,DETRAC-Images/DETRAC-Images/MVI_63554/img00116.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_40761,DETRAC-Images/DETRAC-Images/MVI_40761/img00116.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_40763,DETRAC-Images/DETRAC-Images/MVI_40763/img00116.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_20062,DETRAC-Images/DETRAC-Images/MVI_20062/img00116.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_20063,DETRAC-Images/DETRAC-Images/MVI_20063/img00116.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00839,UA-DETRAC Original,MVI_40742,DETRAC-Images/DETRAC-Images/MVI_40742/img00116.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00840,UA-DETRAC Original,MVI_40855,DETRAC-Images/DETRAC-Images/MVI_40855/img00951.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00840,UA-DETRAC Original,MVI_40962,DETRAC-Images/DETRAC-Images/MVI_40962/img00951.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00841,UA-DETRAC Original,MVI_40904,DETRAC-Images/DETRAC-Images/MVI_40904/img00083.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00841,UA-DETRAC Original,MVI_39371,DETRAC-Images/DETRAC-Images/MVI_39371/img00083.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00841,UA-DETRAC Original,MVI_40141,DETRAC-Images/DETRAC-Images/MVI_40141/img00083.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00841,UA-DETRAC Original,MVI_40855,DETRAC-Images/DETRAC-Images/MVI_40855/img00083.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00841,UA-DETRAC Original,MVI_40981,DETRAC-Images/DETRAC-Images/MVI_40981/img00083.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00842,UA-DETRAC Original,MVI_40775,DETRAC-Images/DETRAC-Images/MVI_40775/img00337.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00842,UA-DETRAC Original,MVI_40992,DETRAC-Images/DETRAC-Images/MVI_40992/img00337.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00842,UA-DETRAC Original,MVI_40171,DETRAC-Images/DETRAC-Images/MVI_40171/img00337.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00843,UA-DETRAC Original,MVI_63521,DETRAC-Images/DETRAC-Images/MVI_63521/img01446.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00843,UA-DETRAC Original,MVI_40162,DETRAC-Images/DETRAC-Images/MVI_40162/img01446.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00844,UA-DETRAC Original,MVI_40864,DETRAC-Images/DETRAC-Images/MVI_40864/img00666.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00844,UA-DETRAC Original,MVI_63544,DETRAC-Images/DETRAC-Images/MVI_63544/img00666.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00844,UA-DETRAC Original,MVI_40902,DETRAC-Images/DETRAC-Images/MVI_40902/img00666.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00844,UA-DETRAC Original,MVI_40774,DETRAC-Images/DETRAC-Images/MVI_40774/img00666.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00844,UA-DETRAC Original,MVI_40732,DETRAC-Images/DETRAC-Images/MVI_40732/img00666.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00845,UA-DETRAC Original,MVI_63544,DETRAC-Images/DETRAC-Images/MVI_63544/img00002.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00845,UA-DETRAC Original,MVI_39501,DETRAC-Images/DETRAC-Images/MVI_39501/img00002.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00845,UA-DETRAC Original,MVI_20032,DETRAC-Images/DETRAC-Images/MVI_20032/img00002.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00845,UA-DETRAC Original,MVI_20052,DETRAC-Images/DETRAC-Images/MVI_20052/img00002.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_20012,DETRAC-Images/DETRAC-Images/MVI_20012/img00072.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_40213,DETRAC-Images/DETRAC-Images/MVI_40213/img00072.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_63561,DETRAC-Images/DETRAC-Images/MVI_63561/img00072.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_40192,DETRAC-Images/DETRAC-Images/MVI_40192/img00072.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_40712,DETRAC-Images/DETRAC-Images/MVI_40712/img00072.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_39771,DETRAC-Images/DETRAC-Images/MVI_39771/img00072.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00846,UA-DETRAC Original,MVI_40751,DETRAC-Images/DETRAC-Images/MVI_40751/img00072.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00847,UA-DETRAC Original,MVI_40981,DETRAC-Images/DETRAC-Images/MVI_40981/img01465.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00847,UA-DETRAC Original,MVI_40792,DETRAC-Images/DETRAC-Images/MVI_40792/img01465.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00847,UA-DETRAC Original,MVI_41063,DETRAC-Images/DETRAC-Images/MVI_41063/img01465.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00848,UA-DETRAC Original,MVI_39931,DETRAC-Images/DETRAC-Images/MVI_39931/img01174.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00848,UA-DETRAC Original,MVI_20065,DETRAC-Images/DETRAC-Images/MVI_20065/img01174.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00848,UA-DETRAC Original,MVI_40152,DETRAC-Images/DETRAC-Images/MVI_40152/img01174.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00848,UA-DETRAC Original,MVI_40901,DETRAC-Images/DETRAC-Images/MVI_40901/img01174.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00849,UA-DETRAC Original,MVI_39371,DETRAC-Images/DETRAC-Images/MVI_39371/img00143.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00849,UA-DETRAC Original,MVI_40712,DETRAC-Images/DETRAC-Images/MVI_40712/img00143.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00849,UA-DETRAC Original,MVI_63561,DETRAC-Images/DETRAC-Images/MVI_63561/img00143.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00850,UA-DETRAC Original,MVI_41073,DETRAC-Images/DETRAC-Images/MVI_41073/img00809.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00850,UA-DETRAC Original,MVI_40852,DETRAC-Images/DETRAC-Images/MVI_40852/img00809.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00850,UA-DETRAC Original,MVI_40192,DETRAC-Images/DETRAC-Images/MVI_40192/img00809.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00850,UA-DETRAC Original,MVI_39401,DETRAC-Images/DETRAC-Images/MVI_39401/img00809.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00851,UA-DETRAC Original,MVI_39051,DETRAC-Images/DETRAC-Images/MVI_39051/img00066.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00851,UA-DETRAC Original,MVI_40853,DETRAC-Images/DETRAC-Images/MVI_40853/img00066.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00852,UA-DETRAC Original,MVI_63553,DETRAC-Images/DETRAC-Images/MVI_63553/img01223.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00852,UA-DETRAC Original,MVI_40241,DETRAC-Images/DETRAC-Images/MVI_40241/img01223.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00852,UA-DETRAC Original,MVI_39851,DETRAC-Images/DETRAC-Images/MVI_39851/img01223.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00853,UA-DETRAC Original,MVI_40152,DETRAC-Images/DETRAC-Images/MVI_40152/img00812.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
DUP_00853,UA-DETRAC Original,MVI_39401,DETRAC-Images/DETRAC-Images/MVI_39401/img00812.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00853,UA-DETRAC Original,MVI_40772,DETRAC-Images/DETRAC-Images/MVI_40772/img00812.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00853,UA-DETRAC Original,MVI_39801,DETRAC-Images/DETRAC-Images/MVI_39801/img00812.jpg,DUPLICATE_BASENAME,,FALSE,VERIFY_CONTENT,PENDING
DUP_00854,UA-DETRAC Original,MVI_40243,DETRAC-Images/DETRAC-Images/MVI_40243/img00642.jpg,DUPLICATE_BASENAME,,TRUE,VERIFY_CONTENT,PENDING
