dataset_name,sequence_name,source_file,split,read_status,width,height,aspect_ratio,file_size_bytes,mean_brightness,brightness_std,contrast,laplacian_variance,blur_score,dark_pixel_ratio,bright_pixel_ratio,mean_saturation,black_suspect,white_suspect,underexposed_suspect,overexposed_suspect,blur_suspect,assessment_source
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00102529.jpg,train,OK,342,228,1.5,10163,139.1301,69.7534,69.7534,1591.2276,1591.2276,0.020699,0.067149,35.9409,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00055519.jpg,train,OK,720,480,1.5,30238,121.9193,57.0116,57.0116,727.0869,727.0869,0.024604,0.012564,58.1585,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00089111.jpg,train,OK,720,480,1.5,17046,92.5273,33.984,33.984,527.8965,527.8965,0.03923,0.002598,20.1251,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00016497.jpg,train,OK,720,480,1.5,24329,136.0553,40.4926,40.4926,622.1363,622.1363,0.025602,0.010914,23.928,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00101394.jpg,train,OK,720,480,1.5,21528,133.8285,49.9616,49.9616,695.7028,695.7028,0.022376,0.043125,22.5132,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00102900.jpg,train,OK,342,228,1.5,6470,82.1745,37.9283,37.9283,259.5722,259.5722,0.032856,0.001513,87.7609,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00087714.jpg,train,OK,720,480,1.5,41291,121.4628,75.0494,75.0494,1330.2807,1330.2807,0.042483,0.098964,49.0787,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00022143.jpg,train,OK,342,228,1.5,10985,146.1241,67.195,67.195,2445.0501,2445.0501,0.028791,0.102275,22.086,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00072650.jpg,train,OK,720,480,1.5,26133,87.3351,60.9905,60.9905,676.7272,676.7272,0.095958,0.027497,46.3311,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00018945.jpg,train,OK,720,480,1.5,29997,134.713,57.7927,57.7927,844.053,844.053,0.033446,0.052555,31.6893,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00051543.jpg,train,OK,720,480,1.5,28325,99.3811,55.0519,55.0519,770.3004,770.3004,0.036435,0.041282,36.8384,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00073765.jpg,train,OK,720,480,1.5,33673,189.7736,65.8642,65.8642,994.3683,994.3683,0.03329,0.182072,26.533,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00040038.jpg,train,OK,720,480,1.5,35933,126.0934,56.8197,56.8197,1100.5982,1100.5982,0.033779,0.057124,48.2266,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00082011.jpg,train,OK,720,480,1.5,32591,138.2648,64.817,64.817,890.9607,890.9607,0.039751,0.07531,37.7049,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00023085.jpg,train,OK,720,480,1.5,36161,112.3899,55.5605,55.5605,830.7544,830.7544,0.021681,0.046415,43.3424,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00020505.jpg,train,OK,720,480,1.5,28836,129.616,42.2153,42.2153,598.4198,598.4198,0.017972,0.013744,45.8043,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00020573.jpg,train,OK,720,480,1.5,25585,89.9676,59.2471,59.2471,655.9921,655.9921,0.070582,0.035394,49.7491,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00008994.jpg,train,OK,720,480,1.5,29524,145.2367,61.4936,61.4936,784.4127,784.4127,0.029091,0.075093,34.1773,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00020485.jpg,train,OK,342,228,1.5,10919,146.5759,69.8586,69.8586,1522.5801,1522.5801,0.01957,0.068483,42.7953,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00003552.jpg,train,OK,720,480,1.5,24328,128.3766,49.3764,49.3764,556.3043,556.3043,0.017095,0.054731,41.3168,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00024571.jpg,train,OK,720,480,1.5,30008,117.7407,46.5812,46.5812,932.6164,932.6164,0.033524,0.022891,31.725,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00026889.jpg,train,OK,342,228,1.5,11050,137.8792,54.9841,54.9841,3133.8176,3133.8176,0.026854,0.044937,23.5179,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00074378.jpg,train,OK,720,480,1.5,33941,129.5818,65.0749,65.0749,1111.8815,1111.8815,0.035723,0.0723,39.462,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00078464.jpg,train,OK,720,480,1.5,30312,125.6307,47.1756,47.1756,629.5545,629.5545,0.022257,0.002905,64.8392,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00047755.jpg,train,OK,720,480,1.5,22349,66.9252,48.6342,48.6342,544.5909,544.5909,0.136398,0.022804,53.4765,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00004338.jpg,train,OK,720,480,1.5,44095,120.6052,47.407,47.407,1274.7307,1274.7307,0.018981,0.023634,72.5869,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00019841.jpg,train,OK,720,480,1.5,20081,126.249,45.1768,45.1768,627.1758,627.1758,0.021172,0.001664,22.8676,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00021730.jpg,train,OK,720,480,1.5,30796,120.6552,48.4312,48.4312,743.9395,743.9395,0.030272,0.020813,45.3994,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00008492.jpg,train,OK,342,228,1.5,12163,148.272,62.247,62.247,2871.0153,2871.0153,0.030817,0.039461,27.5461,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00022845.jpg,train,OK,720,480,1.5,17006,93.4044,32.714,32.714,492.8699,492.8699,0.024424,0.001742,22.2764,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00026387.jpg,train,OK,342,228,1.5,10768,125.4059,68.7173,68.7173,2468.9259,2468.9259,0.025521,0.05435,43.8686,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00058602.jpg,train,OK,720,480,1.5,31542,140.9035,51.3883,51.3883,887.7104,887.7104,0.016985,0.019991,55.247,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00001409.jpg,train,OK,720,480,1.5,39890,139.0119,66.2886,66.2886,1167.73,1167.73,0.031565,0.079086,84.9117,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00068272.jpg,train,OK,720,480,1.5,33476,123.9456,54.7512,54.7512,912.7944,912.7944,0.03235,0.030197,53.7802,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00014050.jpg,train,OK,342,228,1.5,11318,124.3791,49.343,49.343,3005.5989,3005.5989,0.02588,0.03941,26.0185,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00083828.jpg,train,OK,720,480,1.5,30261,128.9254,52.9395,52.9395,764.7085,764.7085,0.03627,0.03169,26.2347,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00026058.jpg,train,OK,720,480,1.5,32765,140.4377,53.4868,53.4868,1138.0727,1138.0727,0.032098,0.052297,24.4657,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00066807.jpg,train,OK,342,228,1.5,11012,137.3039,55.9598,55.9598,2958.6255,2958.6255,0.025495,0.0509,14.382,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00053052.jpg,train,OK,720,480,1.5,40354,129.5226,57.5756,57.5756,1399.435,1399.435,0.032214,0.030544,41.6572,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00037234.jpg,train,OK,342,228,1.5,9742,134.4087,51.9508,51.9508,1469.4473,1469.4473,0.02125,0.030612,65.0703,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00096140.jpg,train,OK,720,480,1.5,35377,120.8253,48.0761,48.0761,737.4979,737.4979,0.018264,0.023568,47.2455,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00052858.jpg,train,OK,720,480,1.5,25629,97.2939,40.8637,40.8637,695.215,695.215,0.033478,0.012234,30.2662,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00016195.jpg,train,OK,720,480,1.5,30461,138.1802,58.0784,58.0784,832.1034,832.1034,0.031438,0.058484,34.7463,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00012324.jpg,train,OK,720,480,1.5,30978,193.7009,56.0202,56.0202,677.3306,677.3306,0.0252,0.284418,12.2965,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00076148.jpg,train,OK,720,480,1.5,26250,127.2243,44.749,44.749,609.2754,609.2754,0.017555,0.004543,43.4694,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00051414.jpg,train,OK,342,228,1.5,11531,145.8278,60.0434,60.0434,2694.5455,2694.5455,0.028278,0.05544,23.7243,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00045810.jpg,train,OK,720,480,1.5,42507,144.6895,67.6422,67.6422,1362.9506,1362.9506,0.03303,0.064823,34.7304,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00007991.jpg,train,OK,720,480,1.5,32319,149.8146,59.9374,59.9374,705.9271,705.9271,0.032106,0.049164,27.2055,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00090484.jpg,train,OK,720,480,1.5,37022,183.147,73.0404,73.0404,978.3245,978.3245,0.031849,0.286126,36.0192,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00091599.jpg,train,OK,720,480,1.5,31957,139.5763,55.5729,55.5729,982.5672,982.5672,0.018874,0.057034,60.0047,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00034132.jpg,train,OK,342,228,1.5,11766,147.3966,62.0229,62.0229,2695.3315,2695.3315,0.02956,0.058659,23.906,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00091970.jpg,train,OK,720,480,1.5,28796,131.7713,49.8803,49.8803,693.4561,693.4561,0.019708,0.014922,47.8538,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00104479.jpg,train,OK,342,228,1.5,7907,86.2934,41.2536,41.2536,899.4938,899.4938,0.029624,0.003629,56.8191,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00100764.jpg,train,OK,342,228,1.5,10682,104.394,65.2473,65.2473,2260.2193,2260.2193,0.027893,0.056671,43.2564,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00073046.jpg,train,OK,342,228,1.5,8088,85.2442,42.7184,42.7184,943.4002,943.4002,0.027855,0.003386,52.1293,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00099442.jpg,train,OK,720,480,1.5,38209,128.7937,56.152,56.152,1260.2673,1260.2673,0.030744,0.030197,40.7581,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00020027.jpg,train,OK,720,480,1.5,21548,135.9681,33.2473,33.2473,507.8222,507.8222,0.017514,0.003744,43.8312,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00104238.jpg,train,OK,720,480,1.5,21829,123.6488,44.8933,44.8933,697.489,697.489,0.021719,0.008915,25.1576,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00037848.jpg,train,OK,720,480,1.5,33263,185.1689,75.1184,75.1184,809.9804,809.9804,0.029517,0.381105,34.265,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00029470.jpg,train,OK,720,480,1.5,25200,132.5369,38.9985,38.9985,410.8772,410.8772,0.016244,0.004413,32.1578,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00036560.jpg,train,OK,720,480,1.5,29111,130.0554,55.7495,55.7495,658.6477,658.6477,0.02669,0.047329,24.9919,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00050913.jpg,train,OK,720,480,1.5,29244,123.6934,45.695,45.695,859.7526,859.7526,0.029922,0.028828,26.9631,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00027917.jpg,train,OK,720,480,1.5,36265,132.9107,54.6092,54.6092,965.4197,965.4197,0.024242,0.031589,28.2635,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00076609.jpg,train,OK,720,480,1.5,25221,124.8651,53.0689,53.0689,620.683,620.683,0.019002,0.044502,41.8327,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00062989.jpg,train,OK,720,480,1.5,26091,126.8002,54.7916,54.7916,649.2317,649.2317,0.018472,0.070492,41.6053,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00074030.jpg,train,OK,342,228,1.5,9116,79.3547,55.6156,55.6156,1584.2414,1584.2414,0.086668,0.030612,122.6057,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00028859.jpg,train,OK,342,228,1.5,12148,146.6566,61.9652,61.9652,2823.2929,2823.2929,0.030471,0.049567,26.5277,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00065543.jpg,train,OK,720,480,1.5,36593,155.0369,60.7455,60.7455,1021.4623,1021.4623,0.029748,0.139687,20.5457,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00101048.jpg,train,OK,720,480,1.5,31802,141.7342,78.0848,78.0848,823.0623,823.0623,0.029745,0.227908,45.8373,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00088968.jpg,train,OK,720,480,1.5,24883,89.9706,62.3285,62.3285,722.664,722.664,0.0991,0.043273,32.2488,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00081120.jpg,train,OK,720,480,1.5,29011,129.8824,52.728,52.728,647.883,647.883,0.02917,0.072054,28.9933,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00006920.jpg,train,OK,342,228,1.5,7987,61.7373,47.3888,47.3888,1099.8803,1099.8803,0.174695,0.011722,41.1678,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00105290.jpg,train,OK,720,480,1.5,43735,115.0203,49.4845,49.4845,1275.3809,1275.3809,0.02055,0.029447,69.6375,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00096011.jpg,train,OK,720,480,1.5,22510,114.7658,50.065,50.065,541.6187,541.6187,0.018079,0.056872,34.462,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00094855.jpg,train,OK,720,480,1.5,27797,129.8358,41.5886,41.5886,535.461,535.461,0.018284,0.005692,34.6374,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00059239.jpg,train,OK,342,228,1.5,10123,132.329,50.3629,50.3629,2681.3476,2681.3476,0.024482,0.069906,10.2642,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00083438.jpg,train,OK,342,228,1.5,10704,134.0285,51.8415,51.8415,2918.334,2918.334,0.024982,0.030368,16.1763,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00005173.jpg,train,OK,342,228,1.5,12104,136.2528,63.0589,63.0589,2781.2377,2781.2377,0.029176,0.062122,28.2473,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00041992.jpg,train,OK,342,228,1.5,8578,138.3727,66.0027,66.0027,998.2401,998.2401,0.020057,0.084616,46.2828,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00050391.jpg,train,OK,720,480,1.5,18430,88.4362,51.9124,51.9124,458.6379,458.6379,0.11625,0.008903,94.5318,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00065370.jpg,train,OK,720,480,1.5,31839,124.954,50.5915,50.5915,938.8727,938.8727,0.034025,0.026973,36.9904,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00017552.jpg,train,OK,720,480,1.5,23979,120.4894,53.1433,53.1433,619.4184,619.4184,0.019216,0.075093,33.1269,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00035359.jpg,train,OK,720,480,1.5,38281,143.0753,65.316,65.316,1033.9653,1033.9653,0.03138,0.074734,83.7408,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00103235.jpg,train,OK,720,480,1.5,21997,66.2381,54.07,54.07,535.4663,535.4663,0.03693,0.021406,38.5373,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00020139.jpg,train,OK,720,480,1.5,41418,132.7301,59.8459,59.8459,1515.7217,1515.7217,0.032242,0.038507,41.9402,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00071849.jpg,train,OK,720,480,1.5,24610,137.8322,40.793,40.793,720.0903,720.0903,0.026693,0.012477,24.5522,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00074732.jpg,train,OK,720,480,1.5,25765,73.8261,41.8358,41.8358,394.216,394.216,0.103212,0.003304,86.1048,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00058914.jpg,train,OK,720,480,1.5,30221,197.9047,55.2142,55.2142,783.3338,783.3338,0.026215,0.254297,13.2595,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00036604.jpg,train,OK,720,480,1.5,30398,124.6044,46.9041,46.9041,877.3393,877.3393,0.021487,0.006626,43.547,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00063295.jpg,train,OK,720,480,1.5,22409,134.9752,53.4493,53.4493,507.4995,507.4995,0.018623,0.046221,41.7775,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00015409.jpg,train,OK,342,228,1.5,9911,142.5025,65.5445,65.5445,1377.6757,1377.6757,0.020224,0.07115,48.7645,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
MIO-TCD Localization,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00091251.jpg,train,OK,720,480,1.5,29738,131.6654,49.9408,49.9408,707.6059,707.6059,0.021085,0.007326,48.1257,FALSE,FALSE,FALSE,FALSE,FALSE,AUTOMATIC_ESTIMATE
