selection_id,dataset_name,sequence_id,source_sequence_id,source_file,annotation_file,original_class,mapped_class,lighting,weather,distance,road_type,bbox_size_category,camera_view,traffic_density,mean_vehicles_per_image,scene_metadata_source,scene_metadata_review_status,selection_reason,target_subset,selected,manual_review_status,notes
SEL_000001,MIO-TCD Localization,MIO_NO_SEQUENCE_TRAIN_ONLY,SEQUENCE_NOT_PROVIDED,MIO-TCD-Localization/train/00000040.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,FAR,UNKNOWN,SMALL,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,PILOT_500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001555,UA-DETRAC Original,MVI_40732,MVI_40732,DETRAC-Images/DETRAC-Images/MVI_40732/img00809.jpg,FROM_SOURCE_DATASET,van,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001556,UA-DETRAC Original,MVI_40742,MVI_40742,DETRAC-Images/DETRAC-Images/MVI_40742/img01263.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001557,UA-DETRAC Original,MVI_40743,MVI_40743,DETRAC-Images/DETRAC-Images/MVI_40743/img00498.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001558,UA-DETRAC Original,MVI_40751,MVI_40751,DETRAC-Images/DETRAC-Images/MVI_40751/img00702.jpg,FROM_SOURCE_DATASET,car,vehicle,TWILIGHT,UNKNOWN,MEDIUM,URBAN_ROAD,MEDIUM,ELEVATED_OBLIQUE,MEDIUM,6.45,MANUAL_VISUAL_REVIEW,REVIEWED_BY_CODEX_PENDING_DATA_LEAD_APPROVAL,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001559,UA-DETRAC Original,MVI_40752,MVI_40752,DETRAC-Images/DETRAC-Images/MVI_40752/img01702.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001560,UA-DETRAC Original,MVI_40761,MVI_40761,DETRAC-Images/DETRAC-Images/MVI_40761/img00171.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001561,UA-DETRAC Original,MVI_40762,MVI_40762,DETRAC-Images/DETRAC-Images/MVI_40762/img00722.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001562,UA-DETRAC Original,MVI_40763,MVI_40763,DETRAC-Images/DETRAC-Images/MVI_40763/img00543.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001563,UA-DETRAC Original,MVI_40771,MVI_40771,DETRAC-Images/DETRAC-Images/MVI_40771/img00086.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001564,UA-DETRAC Original,MVI_40772,MVI_40772,DETRAC-Images/DETRAC-Images/MVI_40772/img00414.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001565,UA-DETRAC Original,MVI_40773,MVI_40773,DETRAC-Images/DETRAC-Images/MVI_40773/img00435.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001566,UA-DETRAC Original,MVI_40774,MVI_40774,DETRAC-Images/DETRAC-Images/MVI_40774/img00915.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001567,UA-DETRAC Original,MVI_40775,MVI_40775,DETRAC-Images/DETRAC-Images/MVI_40775/img00141.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001568,UA-DETRAC Original,MVI_40792,MVI_40792,DETRAC-Images/DETRAC-Images/MVI_40792/img00156.jpg,FROM_SOURCE_DATASET,others,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001569,UA-DETRAC Original,MVI_40793,MVI_40793,DETRAC-Images/DETRAC-Images/MVI_40793/img00604.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001570,UA-DETRAC Original,MVI_40851,MVI_40851,DETRAC-Images/DETRAC-Images/MVI_40851/img00306.jpg,FROM_SOURCE_DATASET,car,vehicle,DAY,CLOUDY,MEDIUM,INTERSECTION,MEDIUM,ELEVATED_OBLIQUE,HIGH,13.39,MANUAL_VISUAL_REVIEW,REVIEWED_BY_CODEX_PENDING_DATA_LEAD_APPROVAL,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001571,UA-DETRAC Original,MVI_40852,MVI_40852,DETRAC-Images/DETRAC-Images/MVI_40852/img00417.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001572,UA-DETRAC Original,MVI_40853,MVI_40853,DETRAC-Images/DETRAC-Images/MVI_40853/img00598.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001573,UA-DETRAC Original,MVI_40854,MVI_40854,DETRAC-Images/DETRAC-Images/MVI_40854/img00854.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001574,UA-DETRAC Original,MVI_40855,MVI_40855,DETRAC-Images/DETRAC-Images/MVI_40855/img00496.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001575,UA-DETRAC Original,MVI_40863,MVI_40863,DETRAC-Images/DETRAC-Images/MVI_40863/img00592.jpg,FROM_SOURCE_DATASET,bus,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001576,UA-DETRAC Original,MVI_40864,MVI_40864,DETRAC-Images/DETRAC-Images/MVI_40864/img01127.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001577,UA-DETRAC Original,MVI_40871,MVI_40871,DETRAC-Images/DETRAC-Images/MVI_40871/img01675.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001578,UA-DETRAC Original,MVI_40891,MVI_40891,DETRAC-Images/DETRAC-Images/MVI_40891/img01518.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001579,UA-DETRAC Original,MVI_40892,MVI_40892,DETRAC-Images/DETRAC-Images/MVI_40892/img01403.jpg,FROM_SOURCE_DATASET,van,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001580,UA-DETRAC Original,MVI_40901,MVI_40901,DETRAC-Images/DETRAC-Images/MVI_40901/img00277.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001581,UA-DETRAC Original,MVI_40902,MVI_40902,DETRAC-Images/DETRAC-Images/MVI_40902/img00199.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001582,UA-DETRAC Original,MVI_40903,MVI_40903,DETRAC-Images/DETRAC-Images/MVI_40903/img00822.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001583,UA-DETRAC Original,MVI_40904,MVI_40904,DETRAC-Images/DETRAC-Images/MVI_40904/img00948.jpg,FROM_SOURCE_DATASET,others,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001584,UA-DETRAC Original,MVI_40905,MVI_40905,DETRAC-Images/DETRAC-Images/MVI_40905/img00036.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001585,UA-DETRAC Original,MVI_40962,MVI_40962,DETRAC-Images/DETRAC-Images/MVI_40962/img01390.jpg,FROM_SOURCE_DATASET,van,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001586,UA-DETRAC Original,MVI_40963,MVI_40963,DETRAC-Images/DETRAC-Images/MVI_40963/img01616.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001587,UA-DETRAC Original,MVI_40981,MVI_40981,DETRAC-Images/DETRAC-Images/MVI_40981/img00707.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001588,UA-DETRAC Original,MVI_40991,MVI_40991,DETRAC-Images/DETRAC-Images/MVI_40991/img00567.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001589,UA-DETRAC Original,MVI_40992,MVI_40992,DETRAC-Images/DETRAC-Images/MVI_40992/img01333.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001590,UA-DETRAC Original,MVI_41063,MVI_41063,DETRAC-Images/DETRAC-Images/MVI_41063/img00334.jpg,FROM_SOURCE_DATASET,car,vehicle,DAY,CLEAR,MEDIUM,HIGHWAY,MEDIUM,ELEVATED_OBLIQUE,MEDIUM,6.68,MANUAL_VISUAL_REVIEW,REVIEWED_BY_CODEX_PENDING_DATA_LEAD_APPROVAL,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001591,UA-DETRAC Original,MVI_41073,MVI_41073,DETRAC-Images/DETRAC-Images/MVI_41073/img01702.jpg,FROM_SOURCE_DATASET,van,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001592,UA-DETRAC Original,MVI_63521,MVI_63521,DETRAC-Images/DETRAC-Images/MVI_63521/img01264.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001593,UA-DETRAC Original,MVI_63525,MVI_63525,DETRAC-Images/DETRAC-Images/MVI_63525/img00651.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001594,UA-DETRAC Original,MVI_63544,MVI_63544,DETRAC-Images/DETRAC-Images/MVI_63544/img00010.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001595,UA-DETRAC Original,MVI_63552,MVI_63552,DETRAC-Images/DETRAC-Images/MVI_63552/img00597.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001596,UA-DETRAC Original,MVI_63553,MVI_63553,DETRAC-Images/DETRAC-Images/MVI_63553/img01014.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001597,UA-DETRAC Original,MVI_63554,MVI_63554,DETRAC-Images/DETRAC-Images/MVI_63554/img01206.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001598,UA-DETRAC Original,MVI_63561,MVI_63561,DETRAC-Images/DETRAC-Images/MVI_63561/img00473.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001599,UA-DETRAC Original,MVI_63562,MVI_63562,DETRAC-Images/DETRAC-Images/MVI_63562/img01023.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001600,UA-DETRAC Original,MVI_63563,MVI_63563,DETRAC-Images/DETRAC-Images/MVI_63563/img01096.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001601,UA-DETRAC Original,MVI_20011,MVI_20011,DETRAC-Images/DETRAC-Images/MVI_20011/img00067.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001602,UA-DETRAC Original,MVI_20012,MVI_20012,DETRAC-Images/DETRAC-Images/MVI_20012/img00130.jpg,FROM_SOURCE_DATASET,van,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001603,UA-DETRAC Original,MVI_20032,MVI_20032,DETRAC-Images/DETRAC-Images/MVI_20032/img00292.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001604,UA-DETRAC Original,MVI_20033,MVI_20033,DETRAC-Images/DETRAC-Images/MVI_20033/img00748.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,NEAR,UNKNOWN,LARGE,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001605,UA-DETRAC Original,MVI_20034,MVI_20034,DETRAC-Images/DETRAC-Images/MVI_20034/img00756.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001606,UA-DETRAC Original,MVI_20035,MVI_20035,DETRAC-Images/DETRAC-Images/MVI_20035/img00314.jpg,FROM_SOURCE_DATASET,van,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
SEL_001607,UA-DETRAC Original,MVI_20051,MVI_20051,DETRAC-Images/DETRAC-Images/MVI_20051/img00842.jpg,FROM_SOURCE_DATASET,car,vehicle,NOT_VERIFIED,NOT_VERIFIED,MEDIUM,UNKNOWN,MEDIUM,FIXED_OR_ELEVATED_REVIEW_REQUIRED,UNKNOWN,,NOT_REVIEWED,PENDING,BALANCED_SEQUENCE_AND_DIFFICULTY_PROPOSAL,DATASET_V1_1500,FALSE,PENDING,Không copy file; chỉ proposal.
