sample_id,dataset_name,sequence_id,frame_id,track_id,source_file,weather,camera_state,area_ratio,size_bucket,boundary_status,truncation_ratio,sampling_method,visual_assessment,mapped_class,include_for_training,preserve_original_class,reviewer,review_date,review_status,evidence_path,notes
UA_OTHERS_STRAT_043,UA-DETRAC Original,MVI_40892,1251,6,DETRAC-Images/DETRAC-Images/MVI_40892/img01251.jpg,RAINY,STABLE,0.00787549,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Van is visible.
UA_OTHERS_STRAT_044,UA-DETRAC Original,MVI_63553,82,16,DETRAC-Images/DETRAC-Images/MVI_63553/img00082.jpg,RAINY,UNSTABLE,0.28474365,LARGE,BOUNDARY_CLIPPED,0.20909,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,LIKELY_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Boundary crop appears to be a large vehicle.
UA_OTHERS_STRAT_045,UA-DETRAC Original,MVI_63561,6,2,DETRAC-Images/DETRAC-Images/MVI_63561/img00006.jpg,RAINY,UNSTABLE,0.03436574,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Truck is visible.
UA_OTHERS_STRAT_046,UA-DETRAC Original,MVI_63554,795,109,DETRAC-Images/DETRAC-Images/MVI_63554/img00795.jpg,RAINY,UNSTABLE,0.01712236,MEDIUM,BOUNDARY_CLIPPED,0.85333,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,LIKELY_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Partial object appears vehicle-like.
UA_OTHERS_STRAT_047,UA-DETRAC Original,MVI_40775,209,26,DETRAC-Images/DETRAC-Images/MVI_40775/img00209.jpg,NIGHT,STABLE,0.20458074,LARGE,BOUNDARY_CLIPPED,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Truck is visible.
UA_OTHERS_STRAT_048,UA-DETRAC Original,MVI_40901,1030,4,DETRAC-Images/DETRAC-Images/MVI_40901/img01030.jpg,RAINY,STABLE,0.07683569,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_04.jpg,Tow truck is visible.
UA_OTHERS_STRAT_049,UA-DETRAC Original,MVI_40711,272,3,DETRAC-Images/DETRAC-Images/MVI_40711/img00272.jpg,CLOUDY,STABLE,0.04556801,LARGE,BOUNDARY_CLIPPED,0.07282,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Truck is visible.
UA_OTHERS_STRAT_050,UA-DETRAC Original,MVI_40701,282,8,DETRAC-Images/DETRAC-Images/MVI_40701/img00282.jpg,CLOUDY,STABLE,0.08142162,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Dump truck is visible.
UA_OTHERS_STRAT_051,UA-DETRAC Original,MVI_40712,1726,52,DETRAC-Images/DETRAC-Images/MVI_40712/img01726.jpg,CLOUDY,STABLE,0.00414383,MEDIUM,BOUNDARY_CLIPPED,0.49091,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Bus is visible.
UA_OTHERS_STRAT_052,UA-DETRAC Original,MVI_40714,155,36,DETRAC-Images/DETRAC-Images/MVI_40714/img00155.jpg,CLOUDY,STABLE,0.00701687,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Motor vehicle is visible.
UA_OTHERS_STRAT_053,UA-DETRAC Original,MVI_40211,763,76,DETRAC-Images/DETRAC-Images/MVI_40211/img00763.jpg,CLOUDY,UNSTABLE,0.18234517,LARGE,BOUNDARY_CLIPPED,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Truck is visible.
UA_OTHERS_STRAT_054,UA-DETRAC Original,MVI_40172,2171,79,DETRAC-Images/DETRAC-Images/MVI_40172/img02171.jpg,CLOUDY,UNSTABLE,0.02400788,LARGE,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,NON_VEHICLE,vehicle,FALSE_REVIEW_REJECT,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Box encloses a roadside shelter or advertising structure with people.
UA_OTHERS_STRAT_055,UA-DETRAC Original,MVI_40192,759,119,DETRAC-Images/DETRAC-Images/MVI_40192/img00759.jpg,CLOUDY,UNSTABLE,0.00676753,MEDIUM,BOUNDARY_CLIPPED,0.37026,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Motor vehicle is visible.
UA_OTHERS_STRAT_056,UA-DETRAC Original,MVI_40191,461,69,DETRAC-Images/DETRAC-Images/MVI_40191/img00461.jpg,CLOUDY,UNSTABLE,0.00445401,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Truck is visible.
UA_OTHERS_STRAT_057,UA-DETRAC Original,MVI_40751,895,30,DETRAC-Images/DETRAC-Images/MVI_40751/img00895.jpg,NIGHT,STABLE,0.05858329,LARGE,BOUNDARY_CLIPPED,0.4451,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Truck is visible.
UA_OTHERS_STRAT_058,UA-DETRAC Original,MVI_40732,1735,60,DETRAC-Images/DETRAC-Images/MVI_40732/img01735.jpg,NIGHT,STABLE,0.02070388,LARGE,IN_FRAME,0.3325,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Bus is visible.
UA_OTHERS_STRAT_059,UA-DETRAC Original,MVI_40792,300,4,DETRAC-Images/DETRAC-Images/MVI_40792/img00300.jpg,NIGHT,STABLE,0.01205916,MEDIUM,BOUNDARY_CLIPPED,0.74313,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Truck is visible.
UA_OTHERS_STRAT_060,UA-DETRAC Original,MVI_40774,547,13,DETRAC-Images/DETRAC-Images/MVI_40774/img00547.jpg,NIGHT,STABLE,0.00873141,MEDIUM,IN_FRAME,0,DETERMINISTIC_STRATIFIED_WEATHER_CAMERA_SIZE_BOUNDARY_SEQUENCE_CAP,CONFIRMED_MOTORIZED_VEHICLE,vehicle,TRUE_WITH_CAUTION,TRUE,CODEX_PRE_REVIEW,2026-08-02,AI_PRE_REVIEW_PENDING_DATA_LEAD_SIGNOFF,storage_placeholders/online_data/contact_sheets/ua_others_stratified/ua_others_stratified_page_05.jpg,Bus is visible.
